Subj,Course,Status,Subj_Desc,Sec,CRN,Title,Campus,Schedule_Type,Schedule_Type_Desc,Primary Instructor Last Name,Primary Instructor First Name,Primary Instructor ID,Crosslist_ID,Approv,Detail_Code,Fee,Min Credits,Max_Credits,Prior_Enrl,SCH,Auth_Size,Actual_Enrl,Seats_Avail,%_Capacity,Waitlist_Max,Waitlist_Actual,Waitlist_Avail,POT,Start_Date_1,End_Date_1,Meeting_Time_1,Meeting_Location_1,Instruct_Method_1,Instruct_Method_Desc_1,Start_Date_2,End_Date_2,Meeting_Time_2,Meeting_Location_2,Instruct_Method_2,Instruct_Method_Desc_2,Start_Date_3,End_Date_3,Meeting_Time_3,Meeting_Location_3,Instruct_Method_3,Instruct_Method_Desc_3,Start_Date_4,End_Date_4,Meeting_Time_4,Meeting_Location_4,Instruct_Method_4,Instruct_Method_Desc_4,Start_Date_5,End_Date_5,Meeting_Time_5,Meeting_Location_5,Instruct_Method_5,Instruct_Method_Desc_5,Start_Date_6,End_Date_6,Meeting_Time_6,Meeting_Location_6,Instruct_Method_6,Instruct_Method_Desc_6,Start_Date_7,End_Date_7,Meeting_Time_7,Meeting_Location_7,Instruct_Method_7,Instruct_Method_Desc_7,Start_Date_8,End_Date_8,Meeting_Time_8,Meeting_Location_8,Instruct_Method_8,Instruct_Method_Desc_8,Start_Date_9,End_Date_9,Meeting_Time_9,Meeting_Location_9,Instruct_Method_9,Instruct_Method_Desc_9,Start_Date_10,End_Date_10,Meeting_Time_10,Meeting_Location_10,Instruct_Method_10,Instruct_Method_Desc_10
ACTG,281,A,Accounting,HB3,15401,ACCOUNTING MECHANICS: DR & CR,I,L,Lecture,Johnson,Marilyn,930422050,,DP,,,1,1,0,20,30,21,9,0.7,25,0,25,1,2014-09-29 00:00:00,2014-12-13 00:00:00,,WEB,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG,281,A,Accounting,HB4,16079,ACCOUNTING MECHANICS: DR & CR,I,L,Lecture,Johnson,Marilyn,930422050,,DP,,,1,1,0,27,30,27,3,0.9,25,0,25,1,2014-09-29 00:00:00,2014-10-25 00:00:00,R 1530-1700,WEB,U,Hybrid,2014-10-09 00:00:00,2014-10-09 00:00:00,R 1530-1700,BA 340,U,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG,335,A,Accounting,001,10005,ACTG INFORMATION SYSTEMS,I,L,Lecture,Yuthas,Kristi,968429507,,DP,,,4,4,34,172,45,43,2,0.96,25,0,25,1,2014-09-29 00:00:00,2014-12-13 00:00:00,MW 1415-1605,NH 381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG,335,A,Accounting,002,10006,ACTG INFORMATION SYSTEMS,I,L,Lecture,Yuthas,Kristi,968429507,,DP,,,4,4,40,156,45,39,6,0.87,25,0,25,1,2014-09-29 00:00:00,2014-12-13 00:00:00,W 1740-2120,NH 227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG,360,A,Accounting,001,10008,MANAGEMENT ACTG,I,L,Lecture,Schuster,Michael,922496823,,DP,,,4,4,39,180,45,45,0,1,25,0,25,1,2014-09-29 00:00:00,2014-12-13 00:00:00,MW 1015-1205,BA 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG,360,A,Accounting,002,10009,MANAGEMENT ACTG,I,L,Lecture,Schuster,Michael,922496823,,DP,,,4,4,44,160,45,40,5,0.89,25,0,25,1,2014-09-29 00:00:00,2014-12-13 00:00:00,T 1740-2120,BA 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG,360,A,Accounting,003,10007,MANAGEMENT ACTG,I,L,Lecture,Schuster,Michael,922496823,,DP,,,4,4,46,176,45,44,1,0.98,25,0,25,1,2014-09-29 00:00:00,2014-12-13 00:00:00,MW 1215-1405,BA 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG,381,A,Accounting,001,10012,FIN ACTG & REPRTG I,I,L,Lecture,Rupley,Kathleen,937969570,BO,DP,,,4,4,42,176,45,44,1,0.98,25,0,25,1,2014-09-29 00:00:00,2014-12-13 00:00:00,MW 1015-1205,BA 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG,381,A,Accounting,002,10014,FIN ACTG & REPRTG I,I,L,Lecture,Eckroth,John,985261519,BP,DP,,,4,4,45,176,45,45,0,1,25,0,25,1,2014-09-29 00:00:00,2014-12-13 00:00:00,M 1740-2120,BA 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG,381,A,Accounting,003,16064,FINANCIAL ACTG & RPRTNG I,I,L,Lecture,Lutz,Kelly,980767951,IZ,DP,,,4,4,0,156,45,39,6,0.87,25,0,25,1,2014-09-29 00:00:00,2014-12-13 00:00:00,TR 0800-0950,BA 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
